,Vehicle Id,Vehicle Model Year,Vehicle Make,Vehicle Model,Vehicle Price,Vendor Id,Category Id
1282,1282,2020,RIVIAN,EDV,287764,5,1
1283,1283,2023,Audi,E-TRON,237269,2,1
1284,1284,2022,Audi,Q4,158563,2,1
1285,1285,2021,RIVIAN,EDV,318450,5,2
1286,1286,2021,Tesla,MODEL 3,358844,1,2
1287,1287,2022,Audi,Q4,174726,2,2
1288,1288,2021,RIVIAN,R1T,393177,5,2
1289,1289,2024,KIA,EV9,206562,4,1
1290,1290,2024,Tesla,MODEL Y,388646,1,1
1291,1291,2024,BMW,530E,496938,3,1
1292,1292,2022,KIA,Soul,200606,4,1
1293,1293,2021,KIA,OPTIMA,181895,4,1
1294,1294,2023,LUCID,AIR,266848,7,1
1295,1295,2021,KIA,Soul,208965,4,2
1296,1296,2022,TOYOTA,BZ4X,147771,6,2
1297,1297,2020,TOYOTA,RAV4,385597,6,1
1298,1298,2022,Tesla,MODEL 3,205916,1,2
1299,1299,2024,RIVIAN,R1T,185989,5,1
1300,1300,2021,LUCID,AIR,251063,7,1
1301,1301,2021,RIVIAN,EDV,214652,5,2
1302,1302,2024,Audi,Q5,490881,2,2
1303,1303,2024,RIVIAN,R1T,487527,5,2
1304,1304,2022,Tesla,MODEL S,238904,1,1
1305,1305,2021,BMW,720E,395453,3,1
1306,1306,2022,Audi,Q5,280640,2,2
1307,1307,2020,LUCID,AIR,450673,7,1
1308,1308,2020,LUCID,AIR,440426,7,1
1309,1309,2021,RIVIAN,R1S,218397,5,2
1310,1310,2022,BMW,720E,195259,3,1
1311,1311,2020,KIA,Soul,479316,4,2
1312,1312,2022,KIA,EV9,403834,4,2
1313,1313,2022,TOYOTA,RAV4,321270,6,2
1314,1314,2020,TOYOTA,RAV4,265715,6,1
1315,1315,2021,TOYOTA,BZ4X,446608,6,2
1316,1316,2022,Others,Others,426731,8,2
1317,1317,2022,BMW,X5,341831,3,1
1318,1318,2022,LUCID,AIR,136514,7,1
1319,1319,2024,RIVIAN,R1T,259216,5,1
1320,1320,2021,BMW,XM,398547,3,2
1321,1321,2023,Audi,Q5,367746,2,1
1322,1322,2022,Tesla,MODEL 3,288778,1,1
1323,1323,2022,BMW,X5,375133,3,1
1324,1324,2023,Tesla,MODEL X,207858,1,1
1325,1325,2020,KIA,SPORTAGE,247849,4,1
1326,1326,2024,LUCID,AIR,323853,7,1
1327,1327,2023,KIA,EV9,331900,4,2
1328,1328,2020,LUCID,AIR,253734,7,1
1329,1329,2022,Tesla,MODEL S,215049,1,2
1330,1330,2024,TOYOTA,PRIUS,175581,6,2
1331,1331,2022,Audi,A3,350519,2,2
1332,1332,2021,Tesla,MODEL Y,382100,1,1
1333,1333,2023,Others,Others,427523,8,2
1334,1334,2024,LUCID,AIR,216655,7,2
1335,1335,2022,Tesla,MODEL S,155745,1,1
1336,1336,2020,KIA,OPTIMA,292352,4,1
1337,1337,2022,TOYOTA,RAV4,336022,6,1
1338,1338,2021,BMW,720E,373076,3,2
1339,1339,2021,LUCID,AIR,130244,7,1
1340,1340,2020,BMW,XM,299661,3,1
1341,1341,2020,LUCID,AIR,248643,7,2
1342,1342,2023,Others,Others,284855,8,2
1343,1343,2024,KIA,EV9,408972,4,1
1344,1344,2021,BMW,530E,394804,3,1
1345,1345,2023,Audi,E-TRON,294950,2,1
1346,1346,2024,KIA,EV9,368665,4,2
1347,1347,2023,KIA,OPTIMA,367303,4,1
1348,1348,2023,Audi,A7,375898,2,1
1349,1349,2024,TOYOTA,BZ4X,391495,6,2
1350,1350,2020,TOYOTA,PRIUS,186895,6,2
1351,1351,2022,TOYOTA,RAV4,260769,6,1
1352,1352,2022,Tesla,MODEL 3,221257,1,1
1353,1353,2022,LUCID,AIR,369229,7,1
1354,1354,2023,TOYOTA,RAV4,226743,6,2
1355,1355,2020,Audi,Q5,314111,2,1
1356,1356,2024,RIVIAN,R1T,136516,5,1
1357,1357,2024,TOYOTA,RAV4,213267,6,1
1358,1358,2022,Audi,Q4,163479,2,1
1359,1359,2021,Tesla,MODEL X,271406,1,2
1360,1360,2023,TOYOTA,PRIUS,203241,6,2
1361,1361,2023,Others,Others,411210,8,1
1362,1362,2022,LUCID,AIR,413293,7,2
1363,1363,2020,Audi,A7,110758,2,1
1364,1364,2023,Tesla,MODEL 3,239879,1,1
1365,1365,2023,Others,Others,402647,8,1
1366,1366,2022,TOYOTA,BZ4X,229506,6,1
1367,1367,2022,Tesla,MODEL X,273612,1,2
1368,1368,2024,LUCID,AIR,387846,7,2
1369,1369,2023,RIVIAN,R1S,167238,5,2
1370,1370,2024,TOYOTA,RAV4,408115,6,2
1371,1371,2021,LUCID,AIR,203872,7,1
1372,1372,2023,BMW,720E,276591,3,2
1373,1373,2020,Tesla,MODEL 3,367272,1,2
1374,1374,2022,Audi,A3,239841,2,1
1375,1375,2020,LUCID,AIR,135390,7,2
1376,1376,2024,LUCID,AIR,440406,7,2
1377,1377,2022,Others,Others,309046,8,2
1378,1378,2024,BMW,720E,288318,3,2
1379,1379,2022,TOYOTA,RAV4,247746,6,1
1380,1380,2020,RIVIAN,R1T,191848,5,1
1381,1381,2024,BMW,X5,450034,3,1
1382,1382,2024,Others,Others,203358,8,2
1383,1383,2022,KIA,Soul,471742,4,1
1384,1384,2023,LUCID,AIR,488724,7,1
1385,1385,2024,Tesla,MODEL S,438363,1,1
1386,1386,2023,Tesla,MODEL Y,470939,1,2
1387,1387,2024,Others,Others,107639,8,1
1388,1388,2024,RIVIAN,R1S,468927,5,1
1389,1389,2020,Others,Others,187751,8,1
1390,1390,2020,LUCID,AIR,499143,7,1
1391,1391,2023,RIVIAN,R1T,337497,5,2
1392,1392,2024,Audi,A7,429727,2,2
1393,1393,2024,Audi,A7,418155,2,1
1394,1394,2024,Audi,A3,220717,2,1
1395,1395,2023,Audi,A7,455619,2,1
1396,1396,2022,Audi,Q5,146010,2,2
1397,1397,2024,Tesla,MODEL S,233292,1,1
1398,1398,2023,Audi,A3,295504,2,2
1399,1399,2021,Others,Others,113095,8,1
1400,1400,2023,BMW,720E,466716,3,2
1401,1401,2023,Others,Others,455144,8,2
1402,1402,2021,Audi,E-TRON,448555,2,1
1403,1403,2020,BMW,XM,189100,3,1
1404,1404,2024,Tesla,MODEL Y,447314,1,1
1405,1405,2020,TOYOTA,RAV4,430697,6,1
1406,1406,2020,Others,Others,327833,8,2
1407,1407,2020,Tesla,MODEL Y,400944,1,1
1408,1408,2021,Audi,E-TRON,205696,2,2
1409,1409,2021,LUCID,AIR,282140,7,1
1410,1410,2020,TOYOTA,BZ4X,429731,6,2
1411,1411,2023,Others,Others,418182,8,2
1412,1412,2021,BMW,720E,459684,3,2
1413,1413,2022,LUCID,AIR,139156,7,1
1414,1414,2021,TOYOTA,PRIUS,346624,6,2
1415,1415,2024,Tesla,MODEL S,465516,1,2
1416,1416,2021,Others,Others,209922,8,1
1417,1417,2022,KIA,SPORTAGE,467320,4,1
1418,1418,2021,KIA,EV9,372063,4,2
1419,1419,2021,TOYOTA,BZ4X,281142,6,2
1420,1420,2022,KIA,SPORTAGE,162416,4,1
1421,1421,2024,Tesla,MODEL S,141527,1,1
1422,1422,2020,LUCID,AIR,261542,7,1
1423,1423,2024,RIVIAN,R1S,494901,5,1
1424,1424,2021,Tesla,MODEL 3,353754,1,1
1425,1425,2020,KIA,OPTIMA,362710,4,1
1426,1426,2024,LUCID,AIR,396441,7,2
1427,1427,2024,LUCID,AIR,117479,7,2
1428,1428,2024,Audi,Q5,484298,2,1
1429,1429,2020,Audi,Q5,249557,2,2
1430,1430,2020,LUCID,AIR,324933,7,2
1431,1431,2020,BMW,720E,140617,3,2
1432,1432,2021,KIA,Soul,443537,4,1
1433,1433,2023,TOYOTA,PRIUS,126018,6,2
1434,1434,2023,BMW,XM,273766,3,2
1435,1435,2020,TOYOTA,BZ4X,192524,6,1
1436,1436,2020,KIA,SPORTAGE,362102,4,1
1437,1437,2024,RIVIAN,EDV,314194,5,2
1438,1438,2021,Others,Others,251045,8,1
1439,1439,2020,Tesla,MODEL X,221261,1,1
1440,1440,2022,BMW,530E,157515,3,2
1441,1441,2022,Audi,Q5,313976,2,2
1442,1442,2020,TOYOTA,BZ4X,333547,6,2
1443,1443,2024,Others,Others,198211,8,1
1444,1444,2021,LUCID,AIR,203847,7,1
1445,1445,2023,RIVIAN,R1S,254119,5,1
1446,1446,2022,KIA,EV9,129340,4,2
1447,1447,2021,KIA,OPTIMA,229370,4,1
1448,1448,2024,LUCID,AIR,128697,7,1
1449,1449,2021,Others,Others,417382,8,2
1450,1450,2021,RIVIAN,EDV,459976,5,2
1451,1451,2020,Others,Others,199996,8,1
1452,1452,2020,LUCID,AIR,133635,7,2
1453,1453,2020,Tesla,MODEL X,184816,1,2
1454,1454,2024,Others,Others,298468,8,1
1455,1455,2022,LUCID,AIR,361735,7,2
1456,1456,2024,Tesla,MODEL Y,204449,1,2
1457,1457,2023,TOYOTA,BZ4X,369487,6,2
1458,1458,2023,Tesla,MODEL S,120827,1,2
1459,1459,2024,LUCID,AIR,454518,7,1
1460,1460,2024,LUCID,AIR,108516,7,2
1461,1461,2020,Audi,A7,454362,2,2
1462,1462,2022,KIA,EV9,138596,4,1
1463,1463,2023,Others,Others,285915,8,1
1464,1464,2022,Others,Others,239309,8,1
1465,1465,2022,KIA,OPTIMA,326555,4,1
1466,1466,2023,BMW,530E,335099,3,1
1467,1467,2021,Audi,Q4,497371,2,1
1468,1468,2024,RIVIAN,EDV,382361,5,1
1469,1469,2022,Others,Others,157286,8,1
1470,1470,2024,TOYOTA,BZ4X,173764,6,2
1471,1471,2023,TOYOTA,RAV4,411116,6,1
1472,1472,2021,RIVIAN,R1S,107540,5,2
1473,1473,2021,Tesla,MODEL 3,238483,1,1
1474,1474,2021,Others,Others,130845,8,2
1475,1475,2023,LUCID,AIR,377759,7,1
1476,1476,2022,BMW,530E,154028,3,1
1477,1477,2023,Tesla,MODEL Y,377001,1,2
1478,1478,2020,Audi,Q5,254007,2,2
1479,1479,2023,Tesla,MODEL S,213625,1,1
1480,1480,2023,Others,Others,357886,8,1
1481,1481,2024,RIVIAN,EDV,112571,5,1
1482,1482,2020,TOYOTA,PRIUS,157893,6,1
1483,1483,2023,KIA,EV9,263531,4,1
1484,1484,2022,RIVIAN,R1S,366430,5,2
1485,1485,2023,TOYOTA,RAV4,279289,6,1
1486,1486,2021,LUCID,AIR,173537,7,2
1487,1487,2022,RIVIAN,EDV,359549,5,2
1488,1488,2022,Audi,A7,156168,2,2
1489,1489,2023,LUCID,AIR,310622,7,1
1490,1490,2023,Tesla,MODEL X,115775,1,1
1491,1491,2021,TOYOTA,RAV4,186558,6,2
1492,1492,2021,KIA,EV9,382549,4,2
1493,1493,2024,KIA,OPTIMA,237413,4,1
1494,1494,2023,Tesla,MODEL S,460715,1,2
1495,1495,2024,KIA,Soul,271581,4,2
1496,1496,2020,Others,Others,118997,8,1
1497,1497,2022,KIA,OPTIMA,116569,4,1
1498,1498,2021,Tesla,MODEL X,329692,1,2
1499,1499,2023,KIA,EV9,150825,4,1
1500,1500,2022,Audi,Q4,333314,2,1
1501,1501,2022,BMW,X5,489797,3,2
1502,1502,2020,LUCID,AIR,327496,7,1
1503,1503,2023,Others,Others,159106,8,1
1504,1504,2023,BMW,XM,180523,3,1
1505,1505,2023,Others,Others,314370,8,2
1506,1506,2024,Others,Others,329899,8,2
1507,1507,2021,Tesla,MODEL Y,463102,1,2
1508,1508,2020,Others,Others,231067,8,1
1509,1509,2024,Others,Others,486053,8,1
1510,1510,2020,Others,Others,279162,8,1
1511,1511,2020,KIA,SPORTAGE,280884,4,1
1512,1512,2023,KIA,OPTIMA,432828,4,1
1513,1513,2024,Others,Others,407015,8,2
1514,1514,2020,RIVIAN,R1S,405082,5,2
1515,1515,2021,RIVIAN,R1S,480121,5,1
1516,1516,2023,Others,Others,421776,8,1
1517,1517,2024,Others,Others,124767,8,2
1518,1518,2024,BMW,530E,379068,3,1
1519,1519,2024,BMW,XM,125270,3,1
1520,1520,2020,Others,Others,445875,8,2
1521,1521,2020,LUCID,AIR,464088,7,2
1522,1522,2023,Others,Others,381903,8,2
1523,1523,2021,Tesla,MODEL Y,122173,1,2
1524,1524,2024,Others,Others,106085,8,1
1525,1525,2020,Audi,Q4,331005,2,1
1526,1526,2023,TOYOTA,PRIUS,268598,6,1
1527,1527,2024,LUCID,AIR,410740,7,1
1528,1528,2024,Others,Others,474618,8,1
1529,1529,2024,Tesla,MODEL Y,436103,1,2
1530,1530,2023,TOYOTA,BZ4X,352078,6,1
1531,1531,2022,Tesla,MODEL S,296596,1,2
1532,1532,2021,LUCID,AIR,228048,7,1
1533,1533,2024,RIVIAN,R1T,470262,5,1
1534,1534,2022,Others,Others,497344,8,2
1535,1535,2023,Tesla,MODEL X,454608,1,1
1536,1536,2023,Others,Others,396427,8,2
1537,1537,2021,KIA,OPTIMA,286428,4,1
1538,1538,2022,KIA,EV9,229588,4,2
1539,1539,2020,Audi,A3,302248,2,2
1540,1540,2020,BMW,X5,363597,3,2
1541,1541,2021,TOYOTA,BZ4X,359781,6,1
1542,1542,2021,BMW,720E,156731,3,2
1543,1543,2024,Tesla,MODEL S,112190,1,2
1544,1544,2023,TOYOTA,BZ4X,418050,6,2
1545,1545,2023,BMW,X5,445709,3,1
1546,1546,2024,LUCID,AIR,354794,7,1
1547,1547,2021,Audi,A7,117131,2,2
1548,1548,2024,TOYOTA,BZ4X,343807,6,2
1549,1549,2021,BMW,720E,420887,3,1
1550,1550,2021,RIVIAN,EDV,301837,5,2
1551,1551,2024,Others,Others,152376,8,1
1552,1552,2023,LUCID,AIR,466516,7,2
1553,1553,2022,Others,Others,495783,8,2
1554,1554,2022,RIVIAN,EDV,220141,5,1
1555,1555,2020,Tesla,MODEL X,370873,1,2
1556,1556,2024,Tesla,MODEL Y,171977,1,1
1557,1557,2020,LUCID,AIR,195606,7,2
1558,1558,2021,LUCID,AIR,427206,7,2
1559,1559,2023,BMW,X5,403670,3,2
1560,1560,2021,RIVIAN,EDV,149671,5,1
1561,1561,2023,Others,Others,474866,8,1
1562,1562,2022,Tesla,MODEL S,312617,1,2
1563,1563,2023,Tesla,MODEL Y,194200,1,2
1564,1564,2021,BMW,X5,359646,3,2
1565,1565,2022,Tesla,MODEL Y,251955,1,2
1566,1566,2021,Others,Others,376900,8,1
1567,1567,2021,Audi,A7,354235,2,1
1568,1568,2023,BMW,XM,423973,3,2
1569,1569,2022,TOYOTA,BZ4X,160400,6,2
1570,1570,2023,RIVIAN,R1S,241462,5,2
1571,1571,2023,Audi,A3,258337,2,1
1572,1572,2021,Others,Others,389683,8,2
1573,1573,2022,Audi,Q4,172869,2,2
1574,1574,2024,BMW,XM,376334,3,2
1575,1575,2022,RIVIAN,R1S,244400,5,2
1576,1576,2023,RIVIAN,R1T,466159,5,2
1577,1577,2021,Others,Others,262186,8,2
1578,1578,2024,BMW,530E,425562,3,1
1579,1579,2021,BMW,XM,432284,3,1
1580,1580,2024,Others,Others,261835,8,1
1581,1581,2022,Tesla,MODEL Y,118279,1,2
1582,1582,2023,KIA,SPORTAGE,130514,4,2
1583,1583,2021,LUCID,AIR,441675,7,1
1584,1584,2020,LUCID,AIR,439517,7,2
1585,1585,2023,Audi,Q5,297335,2,1
1586,1586,2022,RIVIAN,R1T,242608,5,1
1587,1587,2020,KIA,EV9,321178,4,2
1588,1588,2023,Audi,E-TRON,295598,2,2
1589,1589,2023,RIVIAN,R1S,137541,5,2
1590,1590,2022,RIVIAN,EDV,131469,5,1
1591,1591,2021,LUCID,AIR,384790,7,1
1592,1592,2023,LUCID,AIR,385751,7,1
1593,1593,2022,Audi,A7,333375,2,1
1594,1594,2023,LUCID,AIR,464819,7,1
1595,1595,2020,Others,Others,242002,8,2
1596,1596,2022,LUCID,AIR,125412,7,1
1597,1597,2023,Tesla,MODEL Y,422667,1,1
1598,1598,2020,RIVIAN,R1S,397935,5,1
1599,1599,2023,Others,Others,415388,8,1
1600,1600,2020,Others,Others,139945,8,1
1601,1601,2022,RIVIAN,R1T,328664,5,1
1602,1602,2022,KIA,Soul,362972,4,1
1603,1603,2023,KIA,SPORTAGE,123439,4,2
1604,1604,2020,Others,Others,259867,8,2
1605,1605,2023,Audi,Q4,184021,2,1
1606,1606,2023,LUCID,AIR,314348,7,2
1607,1607,2023,KIA,EV9,439911,4,2
1608,1608,2024,BMW,X5,195935,3,2
1609,1609,2022,TOYOTA,PRIUS,225153,6,2
1610,1610,2021,TOYOTA,BZ4X,276473,6,2
1611,1611,2020,LUCID,AIR,385421,7,2
1612,1612,2024,TOYOTA,BZ4X,350727,6,2
1613,1613,2023,Others,Others,152185,8,1
1614,1614,2022,Tesla,MODEL 3,315913,1,1
1615,1615,2021,RIVIAN,EDV,474875,5,2
1616,1616,2021,Others,Others,107077,8,2
1617,1617,2021,Others,Others,469670,8,2
1618,1618,2021,Others,Others,312716,8,2
1619,1619,2021,BMW,XM,294557,3,2
1620,1620,2024,KIA,OPTIMA,356378,4,2
1621,1621,2021,Audi,A7,302483,2,2
1622,1622,2024,Others,Others,103914,8,2
1623,1623,2024,Tesla,MODEL X,235280,1,2
1624,1624,2023,Others,Others,246624,8,2
1625,1625,2021,TOYOTA,RAV4,266848,6,2
1626,1626,2023,BMW,720E,180268,3,2
1627,1627,2023,Tesla,MODEL Y,223014,1,2
1628,1628,2023,LUCID,AIR,126042,7,2
1629,1629,2024,Others,Others,418463,8,2
1630,1630,2020,Tesla,MODEL X,127602,1,2
1631,1631,2022,LUCID,AIR,113285,7,2
1632,1632,2023,RIVIAN,R1S,225172,5,2
1633,1633,2024,LUCID,AIR,476119,7,1
1634,1634,2023,Tesla,MODEL S,220094,1,2
1635,1635,2021,RIVIAN,EDV,111623,5,2
1636,1636,2022,BMW,X5,189447,3,1
1637,1637,2024,BMW,720E,135365,3,2
1638,1638,2021,KIA,SPORTAGE,225911,4,2
1639,1639,2021,BMW,530E,435343,3,2
1640,1640,2021,KIA,Soul,298241,4,1
1641,1641,2024,RIVIAN,EDV,131007,5,2
1642,1642,2023,LUCID,AIR,436832,7,2
1643,1643,2022,Others,Others,161823,8,1
1644,1644,2023,Tesla,MODEL Y,290432,1,1
1645,1645,2021,KIA,EV9,286536,4,2
1646,1646,2020,TOYOTA,PRIUS,250863,6,1
1647,1647,2024,TOYOTA,BZ4X,111288,6,2
1648,1648,2022,TOYOTA,PRIUS,310789,6,1
1649,1649,2023,KIA,SPORTAGE,328678,4,1
1650,1650,2021,RIVIAN,R1T,472822,5,2
1651,1651,2022,Audi,Q5,176469,2,1
1652,1652,2023,LUCID,AIR,291035,7,1
1653,1653,2022,BMW,720E,182602,3,2
1654,1654,2022,BMW,720E,123057,3,2
1655,1655,2020,Tesla,MODEL S,286900,1,2
1656,1656,2023,BMW,XM,301910,3,2
1657,1657,2020,RIVIAN,R1T,193204,5,1
1658,1658,2024,LUCID,AIR,385839,7,1
1659,1659,2020,Audi,A7,445656,2,1
1660,1660,2024,TOYOTA,RAV4,195093,6,2
1661,1661,2020,RIVIAN,R1S,103940,5,2
1662,1662,2022,BMW,720E,448081,3,2
1663,1663,2024,LUCID,AIR,358847,7,1
1664,1664,2023,TOYOTA,BZ4X,268511,6,1
1665,1665,2020,BMW,X5,188069,3,2
1666,1666,2024,KIA,Soul,431771,4,2
1667,1667,2021,Tesla,MODEL 3,328941,1,2
1668,1668,2023,KIA,Soul,341499,4,1
1669,1669,2024,Audi,A3,120714,2,2
1670,1670,2023,LUCID,AIR,229568,7,2
1671,1671,2021,BMW,XM,369318,3,2
1672,1672,2021,Audi,Q4,156761,2,1
1673,1673,2024,TOYOTA,BZ4X,435762,6,1
1674,1674,2023,RIVIAN,EDV,334118,5,2
1675,1675,2021,Others,Others,432139,8,1
1676,1676,2020,LUCID,AIR,433502,7,1
1677,1677,2024,Audi,Q5,322785,2,2
1678,1678,2024,TOYOTA,RAV4,359251,6,1
1679,1679,2021,Others,Others,334595,8,1
1680,1680,2024,Others,Others,266212,8,2
1681,1681,2022,TOYOTA,RAV4,266755,6,1
1682,1682,2020,BMW,720E,120873,3,1
1683,1683,2023,RIVIAN,R1S,478256,5,1
1684,1684,2023,KIA,OPTIMA,326593,4,2
1685,1685,2023,LUCID,AIR,127385,7,1
1686,1686,2022,KIA,Soul,297431,4,1
1687,1687,2021,Others,Others,488822,8,2
1688,1688,2021,Tesla,MODEL Y,262965,1,2
1689,1689,2022,KIA,SPORTAGE,360042,4,2
1690,1690,2020,Tesla,MODEL X,357104,1,2
1691,1691,2022,Others,Others,473132,8,2
1692,1692,2020,TOYOTA,PRIUS,189975,6,2
1693,1693,2024,RIVIAN,EDV,332509,5,1
1694,1694,2020,Audi,Q4,207171,2,1
1695,1695,2021,Tesla,MODEL X,159123,1,2
1696,1696,2021,RIVIAN,R1T,321190,5,2
1697,1697,2023,LUCID,AIR,127784,7,2
1698,1698,2022,Tesla,MODEL 3,349209,1,1
1699,1699,2023,Others,Others,419506,8,1
1700,1700,2024,RIVIAN,R1S,439932,5,2
1701,1701,2022,RIVIAN,EDV,341192,5,2
1702,1702,2024,TOYOTA,PRIUS,252945,6,2
1703,1703,2021,BMW,XM,154713,3,2
1704,1704,2023,TOYOTA,RAV4,280913,6,1
1705,1705,2023,BMW,XM,279858,3,1
1706,1706,2020,LUCID,AIR,463514,7,2
1707,1707,2023,Tesla,MODEL S,110753,1,1
1708,1708,2023,BMW,XM,419519,3,1
1709,1709,2022,Audi,Q4,346299,2,1
1710,1710,2022,KIA,Soul,452408,4,1
1711,1711,2023,LUCID,AIR,372292,7,2
1712,1712,2024,RIVIAN,R1T,392724,5,2
1713,1713,2020,Audi,E-TRON,228078,2,2
1714,1714,2024,KIA,OPTIMA,386511,4,1
1715,1715,2021,LUCID,AIR,482047,7,1
1716,1716,2022,BMW,720E,429743,3,2
1717,1717,2024,TOYOTA,RAV4,109088,6,1
1718,1718,2024,KIA,OPTIMA,224960,4,2
1719,1719,2021,Audi,Q5,322066,2,1
1720,1720,2022,Tesla,MODEL Y,386840,1,1
1721,1721,2023,BMW,530E,404657,3,2
1722,1722,2021,Tesla,MODEL S,325140,1,1
1723,1723,2021,Audi,E-TRON,462950,2,1
1724,1724,2021,Others,Others,358300,8,2
1725,1725,2024,Others,Others,260798,8,2
1726,1726,2021,Tesla,MODEL 3,349752,1,2
1727,1727,2022,LUCID,AIR,108408,7,2
1728,1728,2021,Audi,A7,298846,2,2
1729,1729,2021,TOYOTA,RAV4,293286,6,1
1730,1730,2023,Tesla,MODEL X,252449,1,1
1731,1731,2021,BMW,530E,272811,3,1
1732,1732,2022,RIVIAN,R1T,458769,5,2
1733,1733,2022,LUCID,AIR,247238,7,1
1734,1734,2022,Audi,A7,425530,2,2
1735,1735,2024,BMW,X5,347642,3,1
1736,1736,2024,Tesla,MODEL S,115862,1,1
1737,1737,2023,RIVIAN,R1S,222842,5,1
1738,1738,2020,BMW,XM,272786,3,2
1739,1739,2021,Tesla,MODEL X,125063,1,1
1740,1740,2021,Others,Others,341010,8,1
1741,1741,2022,Others,Others,230115,8,1
1742,1742,2021,RIVIAN,R1T,449420,5,1
1743,1743,2024,RIVIAN,R1S,222867,5,2
1744,1744,2020,KIA,OPTIMA,252165,4,2
1745,1745,2023,RIVIAN,EDV,276120,5,2
1746,1746,2024,BMW,X5,260261,3,2
1747,1747,2020,LUCID,AIR,320953,7,1
1748,1748,2021,TOYOTA,BZ4X,321909,6,1
1749,1749,2022,Others,Others,396091,8,2
1750,1750,2020,BMW,XM,337985,3,2
1751,1751,2022,Others,Others,175342,8,1
1752,1752,2022,Audi,Q4,125520,2,1
1753,1753,2021,RIVIAN,R1T,410133,5,2
1754,1754,2020,Audi,E-TRON,428533,2,2
1755,1755,2023,RIVIAN,R1S,233558,5,1
1756,1756,2024,LUCID,AIR,419817,7,1
1757,1757,2020,Audi,E-TRON,183726,2,1
1758,1758,2021,Audi,E-TRON,492949,2,1
1759,1759,2023,KIA,SPORTAGE,410200,4,2
1760,1760,2024,Audi,Q4,314634,2,1
1761,1761,2023,RIVIAN,R1S,104876,5,2
1762,1762,2024,Audi,E-TRON,444327,2,1
1763,1763,2020,LUCID,AIR,294503,7,2
1764,1764,2024,Audi,E-TRON,196256,2,1
1765,1765,2022,TOYOTA,BZ4X,219991,6,2
1766,1766,2023,Audi,A3,158722,2,2
1767,1767,2020,LUCID,AIR,372536,7,2
1768,1768,2023,RIVIAN,EDV,130115,5,2
1769,1769,2023,TOYOTA,RAV4,290875,6,2
1770,1770,2021,RIVIAN,R1T,143973,5,1
1771,1771,2022,LUCID,AIR,213969,7,2
1772,1772,2020,KIA,SPORTAGE,258525,4,2
1773,1773,2023,KIA,Soul,188251,4,2
1774,1774,2021,Audi,Q4,104874,2,2
1775,1775,2023,KIA,SPORTAGE,187375,4,2
1776,1776,2022,RIVIAN,EDV,337241,5,2
1777,1777,2020,BMW,X5,285175,3,2
1778,1778,2024,Others,Others,109458,8,1
1779,1779,2024,Audi,A3,317118,2,2
1780,1780,2024,BMW,530E,413506,3,1
1781,1781,2024,KIA,OPTIMA,250411,4,1
1782,1782,2020,Tesla,MODEL S,390940,1,1
1783,1783,2021,RIVIAN,R1S,421421,5,2
1784,1784,2024,BMW,530E,198516,3,2
1785,1785,2023,Tesla,MODEL Y,349391,1,2
1786,1786,2022,Tesla,MODEL S,129858,1,2
1787,1787,2022,Audi,Q5,370146,2,1
1788,1788,2024,Tesla,MODEL Y,392444,1,2
1789,1789,2020,LUCID,AIR,272579,7,2
1790,1790,2024,Tesla,MODEL X,238431,1,2
1791,1791,2021,Others,Others,327214,8,2
1792,1792,2022,BMW,XM,159347,3,1
1793,1793,2022,RIVIAN,R1T,192390,5,2
1794,1794,2022,Audi,Q5,286608,2,2
1795,1795,2023,LUCID,AIR,397475,7,1
1796,1796,2024,TOYOTA,PRIUS,172323,6,1
1797,1797,2022,Others,Others,440459,8,1
1798,1798,2024,KIA,Soul,145331,4,2
1799,1799,2024,LUCID,AIR,246846,7,1
1800,1800,2021,BMW,XM,375859,3,2
1801,1801,2024,KIA,Soul,110906,4,2
1802,1802,2022,Tesla,MODEL X,375193,1,2
1803,1803,2021,RIVIAN,R1T,116317,5,1
1804,1804,2023,KIA,SPORTAGE,331719,4,2
1805,1805,2022,BMW,530E,352069,3,1
1806,1806,2020,KIA,OPTIMA,375456,4,1
1807,1807,2024,BMW,X5,493189,3,2
1808,1808,2023,Others,Others,139300,8,2
1809,1809,2024,Others,Others,456946,8,2
1810,1810,2024,TOYOTA,RAV4,154019,6,1
1811,1811,2024,LUCID,AIR,109181,7,1
1812,1812,2023,Tesla,MODEL S,235080,1,2
1813,1813,2020,KIA,EV9,420556,4,1
1814,1814,2022,KIA,EV9,335773,4,1
1815,1815,2022,BMW,530E,424959,3,2
1816,1816,2022,Audi,A3,440953,2,2
1817,1817,2020,KIA,Soul,319529,4,1
1818,1818,2023,Audi,A3,146244,2,2
1819,1819,2024,RIVIAN,R1T,320466,5,2
1820,1820,2024,Tesla,MODEL Y,478909,1,1
1821,1821,2024,TOYOTA,PRIUS,179623,6,2
1822,1822,2023,KIA,SPORTAGE,376819,4,1
1823,1823,2023,Others,Others,473299,8,1
1824,1824,2023,Audi,E-TRON,485241,2,1
1825,1825,2023,LUCID,AIR,469241,7,1
1826,1826,2021,Audi,Q4,326321,2,2
1827,1827,2021,RIVIAN,EDV,189807,5,1
1828,1828,2020,TOYOTA,BZ4X,103016,6,1
1829,1829,2020,BMW,720E,192925,3,1
1830,1830,2020,BMW,X5,179575,3,2
1831,1831,2022,Others,Others,438633,8,2
1832,1832,2023,RIVIAN,EDV,303473,5,1
1833,1833,2021,Tesla,MODEL S,213808,1,2
